Pop1	Pop2	Model	Rep	N1	N2	m21	m12	mi21	mi12	Ts	Tsc	Tam	p
Choy	Rascon	SI	38	251175.954184	145596.669832	NA	NA	NA	NA	192212.121085	NA	NA	NA
Choy	Rascon	SI	39	251205.925211	145591.616455	NA	NA	NA	NA	192344.201535	NA	NA	NA
Choy	Rascon	SI	40	251038.583388	145185.883092	NA	NA	NA	NA	192070.276486	NA	NA	NA
Choy	Rascon	SI	41	250821.619418	145299.933399	NA	NA	NA	NA	192123.496561	NA	NA	NA
Choy	Rascon	SI	42	250820.597579	145276.270919	NA	NA	NA	NA	191973.299431	NA	NA	NA
Choy	Rascon	SI	43	251184.665685	145214.94129	NA	NA	NA	NA	191353.096086	NA	NA	NA
Choy	Rascon	SI	44	251218.938382	146050.970298	NA	NA	NA	NA	192840.129159	NA	NA	NA
Choy	Rascon	SI	45	251264.716763	145762.454755	NA	NA	NA	NA	192281.929578	NA	NA	NA
Choy	Rascon	SI	46	251146.325638	145149.002897	NA	NA	NA	NA	192614.144468	NA	NA	NA
Choy	Rascon	SI	47	250990.830944	145507.878951	NA	NA	NA	NA	192094.767363	NA	NA	NA
Choy	Rascon	SI	48	250996.640436	145152.331038	NA	NA	NA	NA	192156.308973	NA	NA	NA
Choy	Rascon	SI	49	251142.997475	145423.783348	NA	NA	NA	NA	192042.666787	NA	NA	NA
Choy	Rascon	SI	50	251064.617484	145122.136518	NA	NA	NA	NA	192126.678936	NA	NA	NA
Choy	Rascon	SC	1	253752.115037	136690.332579	1.56649672294e-26	9.49093098303e-07	NA	NA	184872.666229	25998.9386854	NA	NA
Choy	Rascon	SC	2	236982.902629	144228.123112	8.50732568005e-07	3.59880607762e-07	NA	NA	191431.803117	40418.9385086	NA	NA
Choy	Rascon	SC	3	251013.901827	145158.464429	1.36700522499e-10	2.41141248575e-154	NA	NA	191661.897417	0.0258601296543	NA	NA
Choy	Rascon	SC	4	236071.158352	144508.15185	7.89826589652e-07	3.12076046954e-07	NA	NA	184803.105612	48493.1409561	NA	NA
Choy	Rascon	SC	5	236320.785291	144530.98044	7.76688815924e-07	3.04630763854e-07	NA	NA	183570.124742	49737.1894049	NA	NA
Choy	Rascon	SC	6	236301.887595	144354.340347	7.90847179779e-07	3.16865167996e-07	NA	NA	185486.635636	47369.2737251	NA	NA
Choy	Rascon	SC	7	236315.095205	144363.309311	7.8284970817e-07	3.10617724701e-07	NA	NA	184154.455407	48392.8073948	NA	NA
Choy	Rascon	SC	8	237135.953202	144373.504438	8.06306798049e-07	3.45778859554e-07	NA	NA	188763.107224	43909.4553603	NA	NA
Choy	Rascon	SC	9	251034.741889	145683.762013	7.42392583816e-06	4.97843314648e-07	NA	NA	192146.890108	1.01955517237e-16	NA	NA
Choy	Rascon	SC	10	236401.848005	144277.846702	8.04662078416e-07	3.25611428213e-07	NA	NA	187021.808789	45859.0894044	NA	NA
Choy	Rascon	SC	11	236084.646305	144338.437913	7.88816365352e-07	3.12342372152e-07	NA	NA	185276.588771	48227.7144812	NA	NA
Choy	Rascon	SC	12	237541.88669	143872.909267	8.28670524159e-07	3.65195988483e-07	NA	NA	190957.379913	40307.0023898	NA	NA
Choy	Rascon	SC	13	236435.119171	144369.884019	7.83933013343e-07	3.15877563954e-07	NA	NA	185101.38541	47792.4735971	NA	NA
Choy	Rascon	SC	14	237109.992848	143848.339074	8.79765247909e-07	3.9044666663e-07	NA	NA	194691.911309	37826.6949975	NA	NA
Choy	Rascon	SC	15	251069.58025	145471.651703	5.52519964776e-24	1.67594564609e-30	NA	NA	187321.178932	4985.13217043	NA	NA
Choy	Rascon	SC	16	248366.963058	143358.120388	4.05885336893e-06	2.56581039327e-09	NA	NA	190242.068306	4272.14911209	NA	NA
Choy	Rascon	SC	17	236446.870028	144198.619994	7.99515262219e-07	3.23325346544e-07	NA	NA	186383.614073	46189.8911958	NA	NA
Choy	Rascon	SC	18	236637.902769	144234.648305	8.17292504676e-07	3.37917241179e-07	NA	NA	188514.891075	43900.0604443	NA	NA
Choy	Rascon	SC	19	236200.372961	144359.511963	7.92503061429e-07	3.19288621268e-07	NA	NA	185813.870054	47378.9375625	NA	NA
Choy	Rascon	SC	20	250814.578793	144862.945852	7.11474091827e-09	6.84612488121e-05	NA	NA	191344.472478	0.0382770294631	NA	NA
Choy	Rascon	SC	21	236662.540203	143853.80774	8.30940671821e-07	3.44351919393e-07	NA	NA	189899.807227	42614.394029	NA	NA
Choy	Rascon	SC	22	229882.365319	150540.52119	7.31629513897e-07	5.37779945964e-13	NA	NA	141982.507501	89175.1116751	NA	NA
Choy	Rascon	SC	23	236531.360306	144192.843338	7.97455472546e-07	3.25976851559e-07	NA	NA	186415.239195	46185.5795477	NA	NA
Choy	Rascon	SC	24	236472.81189	144203.964711	8.2475258632e-07	3.3647658888e-07	NA	NA	188962.289775	43880.8213173	NA	NA
Choy	Rascon	SC	25	237023.08988	143952.106354	8.53505032431e-07	3.62865181282e-07	NA	NA	191426.05857	40173.0248494	NA	NA
Choy	Rascon	SC	26	236219.783745	144395.903867	7.96960206008e-07	3.18167546565e-07	NA	NA	186000.909803	46824.2272111	NA	NA
Choy	Rascon	SC	27	230187.236973	149953.990918	7.44554625347e-07	3.03722306796e-13	NA	NA	146704.911191	84031.7738437	NA	NA
Choy	Rascon	SC	28	236911.56012	144528.692441	8.27173090422e-07	3.40874067735e-07	NA	NA	189174.131901	43013.9351267	NA	NA
Choy	Rascon	SC	29	251125.371085	145564.061727	4.33398857397e-13	2.18183009639e-07	NA	NA	192163.772015	1.56784621526e-06	NA	NA
Choy	Rascon	SC	30	236137.973737	144347.566829	7.87682467231e-07	3.11746141817e-07	NA	NA	184778.281568	48334.6515605	NA	NA
Choy	Rascon	SC	31	237586.697504	144066.76994	8.5944086905e-07	3.97263358467e-07	NA	NA	193582.057399	36615.15876	NA	NA
Choy	Rascon	SC	32	226576.553932	150089.357159	6.24062068148e-07	2.01334865824e-35	NA	NA	45.9401292844	236749.192066	NA	NA
Choy	Rascon	SC	33	236323.997485	144390.31212	8.01141152807e-07	3.22717723152e-07	NA	NA	186527.400384	46250.2213953	NA	NA
Choy	Rascon	SC	34	235956.722231	144240.962859	7.66564405011e-07	2.99487229141e-07	NA	NA	182289.942345	50796.2440666	NA	NA
Choy	Rascon	SC	35	228926.224735	149923.412165	7.09231802385e-07	2.67449231101e-33	NA	NA	131660.848444	100932.046783	NA	NA
Choy	Rascon	SC	36	236339.310976	144475.671701	7.97047202823e-07	3.14242975281e-07	NA	NA	186187.561396	47245.3782419	NA	NA
Choy	Rascon	SC	37	236563.780798	144023.516169	8.20244650777e-07	3.39488467436e-07	NA	NA	188390.925371	43824.0349678	NA	NA
Choy	Rascon	SC	38	236312.934227	144281.718651	7.98835825059e-07	3.22363736574e-07	NA	NA	186688.311618	46197.1747828	NA	NA
Choy	Rascon	SC	39	236389.769687	144706.347657	8.19633190985e-07	3.23564203042e-07	NA	NA	187776.180652	45258.1746623	NA	NA
Choy	Rascon	SC	40	236763.425647	144432.962542	8.52704066995e-07	3.62265679556e-07	NA	NA	191877.500766	40516.6422283	NA	NA
Choy	Rascon	SC	41	236491.184416	144230.498285	8.23481098319e-07	3.3575871739e-07	NA	NA	188781.71444	43951.0364784	NA	NA
Choy	Rascon	SC	42	228900.899452	146152.456534	5.64846512734e-07	1.00704833101e-07	NA	NA	0.00223934758554	239778.030948	NA	NA
Choy	Rascon	SC	43	236510.913957	144055.755698	8.1171617805e-07	3.32139124571e-07	NA	NA	187679.794213	44969.4262199	NA	NA
Choy	Rascon	SC	44	236923.960031	144003.99873	8.53565220291e-07	3.60379147565e-07	NA	NA	191478.034778	40352.524666	NA	NA
Choy	Rascon	SC	45	236366.197604	144451.127006	7.982841741e-07	3.2458024793e-07	NA	NA	186502.504044	46244.7465597	NA	NA
Choy	Rascon	SC	46	236543.102974	144137.382991	8.06590228659e-07	3.33716999287e-07	NA	NA	187548.493857	44994.7583488	NA	NA
Choy	Rascon	SC	47	236657.134329	144158.249418	8.36685918746e-07	3.54499255029e-07	NA	NA	190774.532406	41645.5188995	NA	NA
Choy	Rascon	SC	48	236489.47313	144176.09459	8.11227723236e-07	3.31226292525e-07	NA	NA	187706.567161	45013.2689812	NA	NA
Choy	Rascon	SC	49	236113.479658	144465.017153	7.84554330702e-07	3.10123980475e-07	NA	NA	184749.305611	48569.5626901	NA	NA
Choy	Rascon	SC	50	253516.170478	138111.553116	1.96542491221e-22	6.09321277539e-06	NA	NA	204337.761139	2610.85847301	NA	NA
Choy	Rascon	IM	1	127023.76993	123338.968929	3.96409455232e-06	1.24792476277e-08	NA	NA	6416939.67011	NA	NA	NA
Choy	Rascon	IM	2	126537.631432	124240.853637	3.97582990917e-06	2.06367927593e-11	NA	NA	4347467.51694	NA	NA	NA
Choy	Rascon	IM	3	228703.067387	146393.450993	5.64641519914e-07	1.03658483571e-07	NA	NA	240230.476694	NA	NA	NA
Choy	Rascon	IM	4	177518.03365	54665.4359132	3.99080241408e-11	4.98870255559e-06	NA	NA	4997523.35522	NA	NA	NA
Choy	Rascon	IM	5	228929.594074	146714.712436	5.6152978888e-07	1.01292003973e-07	NA	NA	239672.831462	NA	NA	NA
Choy	Rascon	IM	6	227713.295086	149799.313125	6.11454528845e-07	6.58121201494e-10	NA	NA	236305.283403	NA	NA	NA
Choy	Rascon	IM	7	251655.743486	144593.816195	3.03079346772e-11	2.96018200861e-31	NA	NA	192141.548516	NA	NA	NA
Choy	Rascon	IM	8	229301.304473	145615.583708	5.53298485901e-07	1.17268152674e-07	NA	NA	240044.186822	NA	NA	NA
Choy	Rascon	IM	9	228685.483159	146646.003004	5.67931780738e-07	9.87740497147e-08	NA	NA	240484.802414	NA	NA	NA
Choy	Rascon	IM	10	250835.211203	144773.085209	6.46482723472e-29	2.07820121857e-15	NA	NA	191170.138106	NA	NA	NA
Choy	Rascon	IM	11	228511.188377	146600.015198	5.65653494287e-07	9.98814727544e-08	NA	NA	240343.495644	NA	NA	NA
Choy	Rascon	IM	12	126278.37593	124432.639761	3.9782741514e-06	5.01692709e-11	NA	NA	16665633.9572	NA	NA	NA
Choy	Rascon	IM	13	252934.481301	134083.728338	1.23353662582e-14	4.71031703605e-07	NA	NA	215273.871725	NA	NA	NA
Choy	Rascon	IM	14	252823.994447	135443.401862	5.58990969702e-15	4.02141681807e-07	NA	NA	214562.412574	NA	NA	NA
Choy	Rascon	IM	15	228982.293751	146547.935462	5.66332659664e-07	9.89983616563e-08	NA	NA	240105.167988	NA	NA	NA
Choy	Rascon	IM	16	228715.069413	145956.006001	5.65603954898e-07	1.01113138976e-07	NA	NA	240548.11901	NA	NA	NA
Choy	Rascon	IM	17	228738.500061	147024.751691	5.70378709874e-07	9.89585619301e-08	NA	NA	241165.235491	NA	NA	NA
Choy	Rascon	IM	18	228930.469805	146705.666462	5.67669538535e-07	9.74825183685e-08	NA	NA	240642.776765	NA	NA	NA
Choy	Rascon	IM	19	228908.898359	146186.594308	5.63312128562e-07	9.81867503358e-08	NA	NA	239185.225809	NA	NA	NA
Choy	Rascon	IM	20	228704.637477	146438.718342	5.65981653139e-07	9.94283402359e-08	NA	NA	240134.62762	NA	NA	NA
Choy	Rascon	IM	21	229802.192407	144837.315404	5.50693030719e-07	1.28218449566e-07	NA	NA	240067.249085	NA	NA	NA
Choy	Rascon	IM	22	177315.822463	54613.3797812	5.2060142508e-09	4.9830540992e-06	NA	NA	4274596.22741	NA	NA	NA
Choy	Rascon	IM	23	228637.680761	146257.672044	5.57291661822e-07	1.01184976507e-07	NA	NA	239706.934636	NA	NA	NA
Choy	Rascon	IM	24	228637.520132	147135.843992	5.68500546775e-07	9.53856049541e-08	NA	NA	240232.650168	NA	NA	NA
Choy	Rascon	IM	25	228609.91531	146983.411288	5.6743133936e-07	9.5864665613e-08	NA	NA	239944.879524	NA	NA	NA
Choy	Rascon	IM	26	252763.336709	135254.971105	1.24957293912e-12	4.02788254926e-07	NA	NA	214097.035668	NA	NA	NA
Choy	Rascon	IM	27	126719.348073	123826.717506	3.95774917256e-06	1.16807794009e-18	NA	NA	2620240.32165	NA	NA	NA
Choy	Rascon	IM	28	228238.778317	147220.689246	5.78872553958e-07	7.6225757338e-08	NA	NA	239246.547827	NA	NA	NA
Choy	Rascon	IM	29	226650.953892	149118.131122	6.2075245902e-07	1.75322042112e-08	NA	NA	237417.102436	NA	NA	NA
Choy	Rascon	IM	30	229250.517935	145764.515852	5.53495152657e-07	1.04403016614e-07	NA	NA	237975.861845	NA	NA	NA
Choy	Rascon	IM	31	228744.071526	146396.085373	5.64685566401e-07	9.83182888477e-08	NA	NA	239633.53426	NA	NA	NA
Choy	Rascon	IM	32	226562.093233	150022.400634	6.24277810809e-07	6.4706125576e-41	NA	NA	236789.30805	NA	NA	NA
Choy	Rascon	IM	33	252430.772535	134745.302769	8.57842825554e-66	3.98981264481e-07	NA	NA	213462.094205	NA	NA	NA
Choy	Rascon	IM	34	126622.032004	124113.557221	3.9732205397e-06	1.03993983894e-09	NA	NA	3982586.62627	NA	NA	NA
Choy	Rascon	IM	35	228465.809067	146797.26482	5.72314166426e-07	1.0375411171e-07	NA	NA	241972.735499	NA	NA	NA
Choy	Rascon	IM	36	228708.97377	146611.116703	5.67096436991e-07	1.00731853863e-07	NA	NA	240599.455017	NA	NA	NA
Choy	Rascon	IM	37	228870.585374	146211.473958	5.61635509879e-07	1.01886087469e-07	NA	NA	239799.616567	NA	NA	NA
Choy	Rascon	IM	38	228290.427313	147797.722078	5.76578445262e-07	8.12122676856e-08	NA	NA	240420.023253	NA	NA	NA
Choy	Rascon	IM	39	228660.87798	147112.652362	5.68033902942e-07	9.66830363213e-08	NA	NA	240346.221801	NA	NA	NA
Choy	Rascon	IM	40	248657.782506	144310.354167	2.7201929943e-09	4.08187807743e-18	NA	NA	192596.864447	NA	NA	NA
Choy	Rascon	IM	41	226666.963709	150315.925878	6.22902090908e-07	3.35861630507e-20	NA	NA	236631.346346	NA	NA	NA
Choy	Rascon	IM	42	229328.744725	147561.19318	5.60623963498e-07	7.72359331499e-08	NA	NA	238538.565355	NA	NA	NA
Choy	Rascon	IM	43	252439.370751	145431.130389	8.29970487131e-10	9.71436497021e-12	NA	NA	192772.045344	NA	NA	NA
Choy	Rascon	IM	44	228680.104611	146976.011969	5.67084030776e-07	9.65786753745e-08	NA	NA	240073.219684	NA	NA	NA
Choy	Rascon	IM	45	228670.004476	146539.762476	5.68479251629e-07	9.87520592204e-08	NA	NA	240543.116299	NA	NA	NA
Choy	Rascon	IM	46	252826.363214	135127.743041	1.90555301157e-14	4.11017282993e-07	NA	NA	215197.738509	NA	NA	NA
Choy	Rascon	IM	47	228667.848353	146977.449239	5.68304791956e-07	9.91897095634e-08	NA	NA	241054.665168	NA	NA	NA
Choy	Rascon	IM	48	252489.716597	134885.68757	1.14860268315e-11	4.13401528987e-07	NA	NA	214860.571871	NA	NA	NA
Choy	Rascon	IM	49	225932.472291	149374.884822	6.35761982528e-07	7.56553162044e-66	NA	NA	237618.418848	NA	NA	NA
Choy	Rascon	IM	50	226675.69396	149995.93379	6.22966859363e-07	3.54764613501e-16	NA	NA	236516.371784	NA	NA	NA
Choy	Rascon	AM	1	250395.620085	146243.480131	7.40244492158e-07	2.32255977719e-05	NA	NA	190345.646983	NA	1623.72741206	NA
Choy	Rascon	AM	2	251407.933226	144249.765735	3.04531252967e-07	3.03551633311e-07	NA	NA	189295.868852	NA	2709.64872949	NA
Choy	Rascon	AM	3	251939.983423	145267.20564	1.02012407219e-05	1.78081667037e-05	NA	NA	191404.692175	NA	784.090203015	NA
Choy	Rascon	AM	4	250861.276959	145533.971784	7.37676749406e-06	2.18549649081e-08	NA	NA	192254.586501	NA	0.00288544370776	NA
Choy	Rascon	AM	5	250792.97888	144573.877136	2.16472824449e-07	3.60439832783e-07	NA	NA	189817.216814	NA	2244.45688657	NA
Choy	Rascon	AM	6	251209.72485	144797.371407	4.87589394717e-15	1.50106193538e-09	NA	NA	142507.519703	NA	49603.1487124	NA
Choy	Rascon	AM	7	250852.200938	145729.178478	2.88335001256e-10	1.95319192927e-05	NA	NA	192012.983967	NA	695.511118196	NA
Choy	Rascon	AM	8	228655.29398	146446.111562	5.65907638195e-07	1.00231555015e-07	NA	NA	2.47715099393e-05	NA	240217.461658	NA
Choy	Rascon	AM	9	250775.768476	145313.004875	2.39497629914e-07	2.33106525359e-167	NA	NA	171064.697433	NA	21216.0010321	NA
Choy	Rascon	AM	10	228712.071277	146450.324544	5.65671325947e-07	1.00917555316e-07	NA	NA	39.215498063	NA	240207.798968	NA
Choy	Rascon	AM	11	251258.037777	144801.675528	5.17962228522e-06	2.6101391432e-05	NA	NA	190005.832	NA	1757.66977612	NA
Choy	Rascon	AM	12	251182.062883	145261.408676	1.85434757013e-07	3.76639958792e-08	NA	NA	182601.799616	NA	9440.91601338	NA
Choy	Rascon	AM	13	252048.879392	144416.891484	5.2655783372e-05	3.01714669585e-06	NA	NA	191958.895774	NA	0.000767453274264	NA
Choy	Rascon	AM	14	293127.216876	169289.780621	0.000205081502989	8.23973259807e-11	NA	NA	104170.58131	NA	119679.237424	NA
Choy	Rascon	AM	15	250985.789286	145505.663297	1.46491673795e-07	4.10592075619e-08	NA	NA	186275.834694	NA	5858.42425419	NA
Choy	Rascon	AM	16	250842.326581	145021.829855	3.06822202854e-12	1.97060923685e-07	NA	NA	178787.094636	NA	13444.8098673	NA
Choy	Rascon	AM	17	251497.064909	144802.003861	2.40649979745e-07	2.69028732401e-08	NA	NA	188970.937624	NA	2583.70860238	NA
Choy	Rascon	AM	18	249365.089616	146955.972914	2.94955239677e-07	6.45140175417e-05	NA	NA	187787.487863	NA	5403.26936853	NA
Choy	Rascon	AM	19	251147.946206	145750.304795	2.27631195709e-07	2.09287414589e-05	NA	NA	192452.843829	NA	0.0663220041556	NA
Choy	Rascon	AM	20	250958.217729	144966.078581	2.56845902198e-06	2.7962671492e-07	NA	NA	191454.476566	NA	406.368491892	NA
Choy	Rascon	AM	21	250984.420875	145102.955333	7.98913971087e-07	2.34946490272e-05	NA	NA	191737.623832	NA	4.60445048586e-11	NA
Choy	Rascon	AM	22	251544.19098	144864.793562	6.00934999547e-06	1.14870465529e-07	NA	NA	189004.927696	NA	2966.84127031	NA
Choy	Rascon	AM	23	249458.648471	145556.805543	2.91603086545e-05	3.77272114299e-06	NA	NA	188651.656983	NA	4394.89481029	NA
Choy	Rascon	AM	24	251719.167871	145813.919389	2.63595772818e-06	1.41499246269e-06	NA	NA	192491.61215	NA	3.00840704644e-08	NA
Choy	Rascon	AM	25	251215.963055	145369.426149	1.19223718427e-06	2.21574327602e-07	NA	NA	191733.162925	NA	805.805707689	NA
Choy	Rascon	AM	26	228647.67226	146542.195195	5.68237026223e-07	9.92768478993e-08	NA	NA	47.5888034922	NA	240343.426958	NA
Choy	Rascon	AM	27	251425.567886	144981.263007	1.213251232e-08	1.58439730653e-08	NA	NA	178634.855331	NA	13518.8159099	NA
Choy	Rascon	AM	28	250982.850607	144994.13093	2.16854565943e-08	1.94238146995e-05	NA	NA	191129.414102	NA	1211.90083918	NA
Choy	Rascon	AM	29	250536.596915	145859.636492	5.93510759559e-06	1.91911683978e-06	NA	NA	180894.982672	NA	11048.1454241	NA
Choy	Rascon	AM	30	228701.862471	146474.386715	5.66447581588e-07	9.97556070527e-08	NA	NA	43.610237538	NA	240260.515773	NA
Choy	Rascon	AM	31	251047.339698	145193.69748	1.10783369968e-12	3.13971131267e-35	NA	NA	137123.939415	NA	54793.4452654	NA
Choy	Rascon	AM	32	250642.551375	145424.987504	7.66269853567e-06	1.10764079043e-05	NA	NA	191933.58623	NA	386.8905495	NA
Choy	Rascon	AM	33	228779.147436	146357.571702	5.67561930242e-07	9.86745300597e-08	NA	NA	59.178229761	NA	240136.592307	NA
Choy	Rascon	AM	34	251014.32778	145551.514148	1.26764036665e-07	8.86959795668e-08	NA	NA	189821.348926	NA	2381.46639287	NA
Choy	Rascon	AM	35	251208.127967	144458.610478	6.14125345608e-07	4.12657932341e-05	NA	NA	190701.921397	NA	1798.61128957	NA
Choy	Rascon	AM	36	251192.947469	145252.160486	7.24402554374e-07	8.33877797102e-06	NA	NA	191742.855123	NA	573.109472224	NA
Choy	Rascon	AM	37	250494.798643	145154.665466	4.73879403137e-09	5.66381240709e-40	NA	NA	159276.946755	NA	32491.5052648	NA
Choy	Rascon	AM	38	228876.57382	146893.970527	5.67118996109e-07	9.49431426223e-08	NA	NA	17.7162365143	NA	239883.392822	NA
Choy	Rascon	AM	39	251262.491983	145436.47116	8.54355862857e-08	1.20200957701e-07	NA	NA	192116.60581	NA	8.05902486683	NA
Choy	Rascon	AM	40	250712.944278	145254.702856	7.9434882674e-08	1.90009764339e-08	NA	NA	189506.583698	NA	2396.91107311	NA
Choy	Rascon	AM	41	250813.731037	145499.448495	6.40465681899e-07	7.12686986376e-05	NA	NA	192105.914901	NA	8.38257740476e-36	NA
Choy	Rascon	AM	42	251143.407251	144908.718299	2.28344252713e-07	7.82003590773e-05	NA	NA	189686.323084	NA	3167.40452681	NA
Choy	Rascon	AM	43	251340.136491	145164.193651	1.64315402872e-05	7.49721202268e-09	NA	NA	191673.873348	NA	513.731718648	NA
Choy	Rascon	AM	44	228801.123178	146446.31702	5.66513180459e-07	9.95586781186e-08	NA	NA	33.6814811764	NA	240153.736059	NA
Choy	Rascon	AM	45	251221.940516	145063.478714	1.04141864509e-06	7.72314530508e-14	NA	NA	191562.948653	NA	3.88419478589	NA
Choy	Rascon	AM	46	250995.90818	145395.012548	2.11923785887e-20	4.89937105228e-05	NA	NA	191942.568717	NA	164.265186614	NA
Choy	Rascon	AM	47	228651.088422	146582.30112	5.66849299344e-07	1.01114923465e-07	NA	NA	6.54966477327	NA	240518.173186	NA
Choy	Rascon	AM	48	251259.807743	144734.264188	2.30574755119e-10	2.88064455957e-07	NA	NA	180775.956128	NA	11014.0373827	NA
Choy	Rascon	AM	49	250980.042865	144834.458834	3.17616379256e-05	2.62722908177e-06	NA	NA	191367.787394	NA	385.703828088	NA
Choy	Rascon	AM	50	250974.982265	145151.785279	1.31640183115e-107	3.34083368955e-05	NA	NA	191795.388355	NA	3.67525157018e-77	NA
Choy	Rascon	SC2M	1	243755.173843	145222.892395	7.59117102479e-05	3.24488639464e-05	7.91206709078e-13	1.47868187447e-05	225202.928809	606.649395733	NA	0.429712684995
Choy	Rascon	SC2M	2	242111.462702	144031.243533	0.000139523053435	3.55439679822e-06	6.4950450627e-07	1.53272394702e-08	262510.785488	16653.4582893	NA	0.17206442594
Choy	Rascon	SC2M	3	255924.716435	128892.736612	1.18099126243e-07	0.000143817284654	3.42986752058e-15	2.61901727017e-10	230966.314806	13431.8106586	NA	0.147756754924
Choy	Rascon	SC2M	4	252591.721129	143241.211575	0.000157065974067	7.62687511053e-06	2.62074979566e-11	9.71087711796e-21	249704.217504	15983.0904553	NA	0.182288300443
Choy	Rascon	SC2M	5	249700.219528	130985.788367	3.19271227407e-16	0.000155063791794	8.90629526786e-07	4.12484081646e-39	241613.011221	12326.8511002	NA	0.138188197272
Choy	Rascon	SC2M	6	242922.064756	144781.962933	0.000160639018931	5.73522413421e-06	5.77623205611e-07	3.07377700682e-09	262732.135308	15345.2826455	NA	0.170293460283
Choy	Rascon	SC2M	7	251574.325907	141048.753427	0.000160238182893	1.03730579217e-05	5.18916134828e-07	5.76598681521e-14	257640.80434	17743.4081677	NA	0.181958721169
Choy	Rascon	SC2M	8	244798.148868	145185.790738	0.000163167506112	6.56898748788e-06	7.39569188243e-07	5.35507356379e-12	263336.970104	15093.9848787	NA	0.18356120312
Choy	Rascon	SC2M	9	255526.659015	129949.393067	1.96920508832e-06	0.00015491549542	8.07692248833e-11	2.67927456277e-08	231763.647754	12447.0310455	NA	0.146020826828
Choy	Rascon	SC2M	10	244211.435511	147126.762128	0.000155063325607	2.63663397256e-06	2.31963410721e-23	1.19354137024e-07	250015.413068	13167.1826369	NA	0.181690284376
Choy	Rascon	SC2M	11	235262.794731	149418.367581	3.07528443419e-05	1.96562923422e-11	2.15073127071e-241	5.16147807893e-11	213998.284481	59206.6852683	NA	0.227386148277
Choy	Rascon	SC2M	12	249589.318997	130747.174189	6.86919518132e-13	0.000158241915523	9.02607173797e-07	7.23819472136e-12	241881.056501	12051.1568997	NA	0.138502158692
Choy	Rascon	SC2M	13	245923.823176	143212.859289	0.00016188701279	4.12615484124e-06	7.14659236545e-07	1.3418720793e-07	263583.675539	14938.5345395	NA	0.175973646803
Choy	Rascon	SC2M	14	249126.275222	130733.209652	5.73409951283e-29	0.000158278648255	8.86428342812e-07	1.1820104346e-16	242605.896191	12041.8628035	NA	0.137448986941
Choy	Rascon	SC2M	15	237616.430717	149019.504524	9.17601614879e-05	9.97158710972e-22	5.3101864572e-07	7.09106002583e-39	255923.891238	22691.063727	NA	0.185724317134
Choy	Rascon	SC2M	16	249213.293986	130866.198583	4.5064581961e-12	0.000158427273778	8.87642329657e-07	4.39408208411e-14	242845.36635	12011.9016774	NA	0.13820078775
Choy	Rascon	SC2M	17	249105.715732	131222.577296	7.29631220454e-16	0.000141187339679	7.73787699334e-07	1.45868078905e-11	240752.807773	13594.7638383	NA	0.137279889744
Choy	Rascon	SC2M	18	241728.409629	146803.111642	0.000144925062212	3.74410645205e-06	6.50719695741e-07	3.23111312483e-08	260961.550868	15575.9743331	NA	0.1786320346
Choy	Rascon	SC2M	19	250950.836688	145159.662926	1.45083632572e-08	3.98482349192e-05	1.20451401335e-05	3.14010279967e-08	191805.858983	8.37577394227e-21	NA	0.229942437444
Choy	Rascon	SC2M	20	245661.057261	144073.024811	0.000162388048592	5.35585680458e-06	6.53999462192e-07	6.92462769944e-10	263014.961345	15416.3026797	NA	0.178345907034
Choy	Rascon	SC2M	21	249767.76325	131010.832917	6.07832939536e-13	0.000156765035275	8.74636531521e-07	5.02214456338e-22	240778.162871	12107.9135098	NA	0.137357990266
Choy	Rascon	SC2M	22	242777.262195	142944.673123	0.000156069197662	6.9886397741e-06	6.50763796879e-07	4.90101616034e-10	260479.059274	16724.1776635	NA	0.173111899341
Choy	Rascon	SC2M	23	247870.619313	141116.809121	0.000162858635499	9.42064010697e-06	6.48635368357e-07	8.47452334977e-08	260364.385615	16679.0265654	NA	0.170154495417
Choy	Rascon	SC2M	24	251546.421999	143249.995279	7.21145151326e-06	4.7748240411e-06	6.33323046795e-06	6.04827515907e-08	192277.642093	7.83404416762	NA	0.121009238087
Choy	Rascon	SC2M	25	243897.269139	146046.96377	0.000159786121877	5.78622757418e-06	6.76944794343e-07	1.75122988526e-12	262606.670802	15702.829804	NA	0.174273722289
Choy	Rascon	SC2M	26	219187.973077	146690.966217	2.27673648955e-22	2.7476281951e-07	2.54088440526e-05	2.16170587838e-06	224428.583357	44942.2128406	NA	0.820818941962
Choy	Rascon	SC2M	27	251300.65753	145237.587895	4.33090928869e-05	8.30288316414e-05	2.3346398263e-06	1.08180913506e-06	192084.63174	0.000214228500143	NA	0.277040916717
Choy	Rascon	SC2M	28	251046.109636	145371.869345	5.10807824317e-07	2.89467535246e-05	1.74071190688e-08	1.3502672014e-06	191913.840771	1.77007054202e-06	NA	0.486920829221
Choy	Rascon	SC2M	29	236467.635944	148011.817688	5.30875987595e-05	2.90489193332e-07	3.48883714306e-07	3.93934763144e-13	241349.293967	39115.9143281	NA	0.194490656877
Choy	Rascon	SC2M	30	246135.485232	144036.638714	0.000162420479235	6.11320579625e-06	6.87641796554e-07	1.32479517801e-09	261360.684727	15356.2695202	NA	0.176232320002
Choy	Rascon	SC2M	31	246667.430963	143896.772121	0.000154875176278	8.48643015493e-06	8.60227954955e-13	4.4183287045e-09	248639.51733	16060.5996125	NA	0.175888896321
