Pop1	Pop2	Model	Rep	N1	N2	m21	m12	mi21	mi12	Ts	Tsc	Tam	p
Choy	Molino	SI	1	314179.195192	10126.8072432	NA	NA	NA	NA	50998.9912441	NA	NA	NA
Choy	Molino	SI	2	313139.701278	10203.2204413	NA	NA	NA	NA	51388.8865139	NA	NA	NA
Choy	Molino	SI	3	312142.273741	10256.299379	NA	NA	NA	NA	51709.0008408	NA	NA	NA
Choy	Molino	SI	4	316550.9116	10022.7323124	NA	NA	NA	NA	50503.5541278	NA	NA	NA
Choy	Molino	SI	5	313609.037153	10152.9204315	NA	NA	NA	NA	51143.3870139	NA	NA	NA
Choy	Molino	SI	6	316591.56883	10098.4667192	NA	NA	NA	NA	50888.9698649	NA	NA	NA
Choy	Molino	SI	7	314400.101272	10081.4957292	NA	NA	NA	NA	50710.3169031	NA	NA	NA
Choy	Molino	SI	8	313908.199881	10154.7469725	NA	NA	NA	NA	51174.9838814	NA	NA	NA
Choy	Molino	SI	9	314216.383176	10070.9549499	NA	NA	NA	NA	50672.2748699	NA	NA	NA
Choy	Molino	SI	10	314086.944184	10063.3084497	NA	NA	NA	NA	50707.2826714	NA	NA	NA
Choy	Molino	SI	11	314223.663493	10111.0357445	NA	NA	NA	NA	50911.0484483	NA	NA	NA
Choy	Molino	SI	12	314054.035836	10202.2797818	NA	NA	NA	NA	51380.3093101	NA	NA	NA
Choy	Molino	SI	13	313853.641952	10107.0726518	NA	NA	NA	NA	50895.8042034	NA	NA	NA
Choy	Molino	SI	14	315103.895643	9976.82651961	NA	NA	NA	NA	50179.3746887	NA	NA	NA
Choy	Molino	SI	15	312182.945844	9974.52104515	NA	NA	NA	NA	50078.871143	NA	NA	NA
Choy	Molino	SI	16	313813.546484	10158.3774587	NA	NA	NA	NA	51160.2986495	NA	NA	NA
Choy	Molino	SI	17	313626.847799	10261.8899727	NA	NA	NA	NA	51722.3084877	NA	NA	NA
Choy	Molino	SI	18	314186.427658	10021.8032043	NA	NA	NA	NA	50508.4626694	NA	NA	NA
Choy	Molino	SI	19	314059.800333	10154.9282578	NA	NA	NA	NA	51137.8696879	NA	NA	NA
Choy	Molino	SI	20	313600.019566	10269.6419888	NA	NA	NA	NA	51672.9243191	NA	NA	NA
Choy	Molino	SI	21	313732.629018	10096.4883402	NA	NA	NA	NA	50940.8903451	NA	NA	NA
Choy	Molino	SI	22	313841.440503	10130.9290405	NA	NA	NA	NA	51044.3487854	NA	NA	NA
Choy	Molino	SI	23	317850.625387	10024.7990648	NA	NA	NA	NA	50519.9974503	NA	NA	NA
Choy	Molino	SI	24	311961.553576	9990.05018014	NA	NA	NA	NA	50269.3191528	NA	NA	NA
Choy	Molino	SI	25	312914.147858	10122.7020326	NA	NA	NA	NA	50987.1913156	NA	NA	NA
Choy	Molino	SI	26	314420.845651	10061.1733274	NA	NA	NA	NA	50664.0614235	NA	NA	NA
Choy	Molino	SI	27	314135.524258	10170.8760413	NA	NA	NA	NA	51185.8966745	NA	NA	NA
Choy	Molino	SI	28	313833.783324	10208.3041478	NA	NA	NA	NA	51418.7385155	NA	NA	NA
Choy	Molino	SI	29	316086.484608	10242.3020381	NA	NA	NA	NA	51591.1743771	NA	NA	NA
Choy	Molino	SI	30	314104.730172	10146.7505063	NA	NA	NA	NA	51107.792853	NA	NA	NA
Choy	Molino	SI	31	313739.160778	10235.0302756	NA	NA	NA	NA	51552.4153932	NA	NA	NA
Choy	Molino	SI	32	313194.273362	10148.8156503	NA	NA	NA	NA	51122.7907401	NA	NA	NA
Choy	Molino	SI	33	313398.539721	10191.8114571	NA	NA	NA	NA	51375.8391165	NA	NA	NA
Choy	Molino	SI	34	314157.109173	10128.5995287	NA	NA	NA	NA	51011.9698572	NA	NA	NA
Choy	Molino	SI	35	313831.947656	10115.5117929	NA	NA	NA	NA	50938.4914147	NA	NA	NA
Choy	Molino	SI	36	312730.022812	10128.1503911	NA	NA	NA	NA	50870.0864427	NA	NA	NA
Choy	Molino	SI	37	316398.056801	9991.8685908	NA	NA	NA	NA	50433.0652877	NA	NA	NA
Choy	Molino	SI	38	318035.968776	10071.2080032	NA	NA	NA	NA	50594.6078352	NA	NA	NA
Choy	Molino	SI	39	313814.918835	10169.7787738	NA	NA	NA	NA	51255.7241592	NA	NA	NA
Choy	Molino	SI	40	313864.51506	10210.9418771	NA	NA	NA	NA	51382.0073765	NA	NA	NA
Choy	Molino	SI	41	313202.37683	10105.4770998	NA	NA	NA	NA	50959.1411216	NA	NA	NA
Choy	Molino	SI	42	319552.885567	9855.97863101	NA	NA	NA	NA	49660.3213282	NA	NA	NA
Choy	Molino	SI	43	313386.350033	10007.9044378	NA	NA	NA	NA	50353.2587446	NA	NA	NA
Choy	Molino	SI	44	314567.888113	10101.3053391	NA	NA	NA	NA	50871.6553819	NA	NA	NA
Choy	Molino	SI	45	316025.302996	10065.0741456	NA	NA	NA	NA	50782.2974072	NA	NA	NA
Choy	Molino	SI	46	314155.542239	10238.296206	NA	NA	NA	NA	51438.2391087	NA	NA	NA
Choy	Molino	SI	47	314361.595228	10076.6155009	NA	NA	NA	NA	50744.7309447	NA	NA	NA
Choy	Molino	SI	48	313031.912575	10049.3398658	NA	NA	NA	NA	50704.83993	NA	NA	NA
Choy	Molino	SI	49	313359.983729	10152.3141936	NA	NA	NA	NA	51083.9300955	NA	NA	NA
Choy	Molino	SI	50	313952.24381	10122.2267446	NA	NA	NA	NA	50976.1884654	NA	NA	NA
Choy	Molino	SC	1	274528.99079	3141.46140384	2.2737753579e-07	7.04689307233e-06	NA	NA	68716.3223106	82586.6868964	NA	NA
Choy	Molino	SC	2	313194.510942	10174.3228006	8.7660285969e-08	6.52039148224e-07	NA	NA	51330.7041985	3.62866459161e-15	NA	NA
Choy	Molino	SC	3	313378.71256	10122.7003005	1.35495799888e-06	2.63391153131e-70	NA	NA	51017.2110052	0.00530081803403	NA	NA
Choy	Molino	SC	4	277264.883564	2645.07551738	4.30215263923e-13	8.6578767169e-06	NA	NA	58.4100922462	149651.084942	NA	NA
Choy	Molino	SC	5	277381.564939	2635.07873544	5.57746199443e-18	8.69398895117e-06	NA	NA	14310.1548688	135235.471239	NA	NA
Choy	Molino	SC	6	274409.048949	3143.57607053	2.26414304299e-07	7.03747490063e-06	NA	NA	68099.3956484	83377.3070115	NA	NA
Choy	Molino	SC	7	274438.550601	3141.11378513	2.26731277671e-07	7.04418523254e-06	NA	NA	68147.5207393	83356.2022927	NA	NA
Choy	Molino	SC	8	274338.06156	3151.14441554	2.25591418407e-07	7.01916589755e-06	NA	NA	67173.9798904	84504.7732001	NA	NA
Choy	Molino	SC	9	272034.6487	3280.99142476	1.84237497437e-07	6.68544158648e-06	NA	NA	0.0742146937723	155889.333243	NA	NA
Choy	Molino	SC	10	274805.252119	3163.47936817	2.23412556442e-07	6.98977435377e-06	NA	NA	64299.0031192	87441.1016019	NA	NA
Choy	Molino	SC	11	274329.785865	3136.77300812	2.25640621917e-07	7.05338889413e-06	NA	NA	68058.4590523	83641.2432786	NA	NA
Choy	Molino	SC	12	272025.791308	3280.42272854	1.8423390296e-07	6.68673263261e-06	NA	NA	23.7140927683	155894.509379	NA	NA
Choy	Molino	SC	13	312879.168558	10135.3366451	2.73309529304e-08	2.39704715276e-05	NA	NA	51021.2383394	0.0228404741115	NA	NA
Choy	Molino	SC	14	314280.659971	10154.1467834	2.43187178923e-07	3.88354014085e-12	NA	NA	50751.7830025	413.300527322	NA	NA
Choy	Molino	SC	15	313093.508787	9948.11474354	3.12611698528e-06	3.85806178986e-05	NA	NA	52390.2192174	49.4995555438	NA	NA
Choy	Molino	SC	16	274282.443537	3149.79007913	2.24104378114e-07	7.02159624374e-06	NA	NA	66667.3725575	85125.0922208	NA	NA
Choy	Molino	SC	17	274328.939193	3150.5320865	2.24864173876e-07	7.02008492566e-06	NA	NA	67033.351258	84660.798407	NA	NA
Choy	Molino	SC	18	313498.070577	10151.6519972	8.22322405386e-08	4.4775805415e-33	NA	NA	47223.5978329	3975.63351377	NA	NA
Choy	Molino	SC	19	314676.493275	10109.6449894	1.35626859867e-09	3.32576943965e-07	NA	NA	50897.5294884	6.32835899005e-31	NA	NA
Choy	Molino	SC	20	277010.216219	2623.19802901	1.91424665116e-27	8.73739200861e-06	NA	NA	14102.8525423	136255.960711	NA	NA
Choy	Molino	SC	21	277606.311065	2571.35750632	8.34812976629e-18	8.94105355397e-06	NA	NA	37658.1693404	112072.475244	NA	NA
Choy	Molino	SC	22	277288.303615	2644.27379393	4.1894386951e-12	8.66119899829e-06	NA	NA	45.4724463749	149668.89809	NA	NA
Choy	Molino	SC	23	272020.701611	3280.41497771	1.84297546093e-07	6.68669864866e-06	NA	NA	10.1666313198	155914.491878	NA	NA
Choy	Molino	SC	24	277096.907281	2622.64263146	1.44218915168e-11	8.76511312239e-06	NA	NA	0.00514499809487	150228.194391	NA	NA
Choy	Molino	SC	25	313936.440195	10109.5897106	1.38122200336e-07	2.68599785902e-11	NA	NA	50839.2878408	47.1383872089	NA	NA
Choy	Molino	SC	26	168940.544753	5437.35747373	2.72970948107e-06	3.62653866948e-06	NA	NA	5.57613684242	2149455.60257	NA	NA
Choy	Molino	SC	27	277300.362037	2645.72409609	1.54104851172e-12	8.65705620781e-06	NA	NA	5.2269266074e-05	149676.650198	NA	NA
Choy	Molino	SC	28	274449.231026	3145.5969483	2.26651087273e-07	7.03318045528e-06	NA	NA	68155.1403868	83254.6648994	NA	NA
Choy	Molino	SC	29	274246.897778	3152.86919154	2.24500857548e-07	7.01314129866e-06	NA	NA	66774.4938982	84996.7696563	NA	NA
Choy	Molino	SC	30	274366.857191	3141.60837397	2.26523895106e-07	7.04470056169e-06	NA	NA	68006.995175	83644.2740773	NA	NA
Choy	Molino	SC	31	274651.764786	3147.41925119	2.303079588e-07	7.03031667828e-06	NA	NA	69822.8855411	81131.2262981	NA	NA
Choy	Molino	SC	32	277252.936598	2642.73398432	8.45167636919e-16	8.6664310435e-06	NA	NA	5.3806271525e-26	149834.028602	NA	NA
Choy	Molino	SC	33	274474.345258	3144.52363171	2.27464379518e-07	7.03595582126e-06	NA	NA	68577.5156312	82771.2429028	NA	NA
Choy	Molino	SC	34	277288.814485	2641.32587018	8.9067563562e-13	8.67352268424e-06	NA	NA	7708.01170148	142095.530563	NA	NA
Choy	Molino	SC	35	274485.591273	3146.57200502	2.26908001275e-07	7.02993301695e-06	NA	NA	68139.0328467	83322.2830398	NA	NA
Choy	Molino	SC	36	272028.670952	3280.39403572	1.84184099634e-07	6.68686263408e-06	NA	NA	0.292453520434	155912.398069	NA	NA
Choy	Molino	SC	37	313136.180279	10069.2696888	6.20354618308e-07	9.47359284944e-08	NA	NA	50704.4423117	1.92800482847	NA	NA
Choy	Molino	SC	38	274319.023951	3145.11596109	2.25306214557e-07	7.03292613503e-06	NA	NA	67399.6213783	84316.5135484	NA	NA
Choy	Molino	SC	39	276960.635705	2661.72264504	1.10763275251e-07	8.6659040195e-06	NA	NA	23032.8559037	126975.383391	NA	NA
Choy	Molino	SC	40	272029.38279	3280.49214291	1.84239247593e-07	6.68660069411e-06	NA	NA	0.0664459469775	155911.871004	NA	NA
Choy	Molino	SC	41	273890.341284	3151.14157165	2.18992023841e-07	6.98456647104e-06	NA	NA	64373.1590494	88169.4077354	NA	NA
Choy	Molino	SC	42	274437.411805	3148.66094818	2.26533240371e-07	7.02574480559e-06	NA	NA	67999.5747606	83455.1449623	NA	NA
Choy	Molino	SC	43	272016.057571	3280.65884575	1.84390613985e-07	6.6862280703e-06	NA	NA	141.217911128	155797.572517	NA	NA
Choy	Molino	SC	44	274389.162614	3152.10202976	2.26926516498e-07	7.0157834981e-06	NA	NA	68165.6786474	83338.8255381	NA	NA
Choy	Molino	SC	45	274421.341713	3141.61106476	2.26430868805e-07	7.04275522327e-06	NA	NA	68333.0421738	83141.4390932	NA	NA
Choy	Molino	SC	46	272026.151136	3281.52071813	1.84383885992e-07	6.68496863593e-06	NA	NA	3.22640726067	155953.398	NA	NA
Choy	Molino	SC	47	315445.845387	10147.0834394	3.37189933014e-08	6.40852290556e-15	NA	NA	50561.3783044	534.751234244	NA	NA
Choy	Molino	SC	48	274447.731021	3146.53195071	2.26646313924e-07	7.03120215307e-06	NA	NA	68039.5453645	83405.5965265	NA	NA
Choy	Molino	SC	49	277314.3169	2637.98623415	5.81428819243e-26	8.68651465386e-06	NA	NA	13426.6865959	136366.201059	NA	NA
Choy	Molino	SC	50	277347.401572	2641.33253547	2.66083289433e-46	8.66729243523e-06	NA	NA	10138.4953904	139465.167424	NA	NA
Choy	Molino	IM	1	313629.623272	10167.3891382	7.83798040012e-11	1.44810230234e-22	NA	NA	51243.7670886	NA	NA	NA
Choy	Molino	IM	2	277283.014886	2642.28929103	2.26429350729e-115	8.66634210735e-06	NA	NA	149724.499382	NA	NA	NA
Choy	Molino	IM	3	314041.7559	10218.8248406	1.50907402098e-10	4.89837796294e-14	NA	NA	51469.2416898	NA	NA	NA
Choy	Molino	IM	4	272012.20227	3281.52364229	1.84760242644e-07	6.68412967655e-06	NA	NA	155943.910973	NA	NA	NA
Choy	Molino	IM	5	277310.822101	2645.38206628	3.8087788374e-13	8.65683107407e-06	NA	NA	149632.539398	NA	NA	NA
Choy	Molino	IM	6	277305.256441	2644.37948126	1.0061650364e-26	8.66112852794e-06	NA	NA	149697.002729	NA	NA	NA
Choy	Molino	IM	7	272029.568032	3280.53886769	1.84241938058e-07	6.68650473413e-06	NA	NA	155911.291809	NA	NA	NA
Choy	Molino	IM	8	272031.74886	3279.73888657	1.84161810381e-07	6.6881579317e-06	NA	NA	155917.784385	NA	NA	NA
Choy	Molino	IM	9	277315.87575	2645.6442672	6.17277466705e-33	8.65610711299e-06	NA	NA	149625.750159	NA	NA	NA
Choy	Molino	IM	10	272030.948025	3281.89254918	1.84337323733e-07	6.68356440739e-06	NA	NA	155907.371732	NA	NA	NA
Choy	Molino	IM	11	272029.541833	3279.91361935	1.84234006286e-07	6.68777883299e-06	NA	NA	155917.314271	NA	NA	NA
Choy	Molino	IM	12	272028.220608	3280.36838516	1.84236869563e-07	6.68688522359e-06	NA	NA	155914.586749	NA	NA	NA
Choy	Molino	IM	13	272030.541728	3279.67708705	1.84047085423e-07	6.68881956875e-06	NA	NA	155909.990917	NA	NA	NA
Choy	Molino	IM	14	272014.924815	3279.01713652	1.84257553057e-07	6.68927738966e-06	NA	NA	155958.376593	NA	NA	NA
Choy	Molino	IM	15	272029.12577	3280.40459758	1.84268503707e-07	6.68671729576e-06	NA	NA	155914.405146	NA	NA	NA
Choy	Molino	IM	16	272027.864672	3280.46625965	1.84279708941e-07	6.68662414648e-06	NA	NA	155914.833751	NA	NA	NA
Choy	Molino	IM	17	272036.772224	3280.56749347	1.84225324233e-07	6.68634809544e-06	NA	NA	155912.314807	NA	NA	NA
Choy	Molino	IM	18	277315.119219	2645.73965218	6.40121320893e-18	8.65608553089e-06	NA	NA	149646.449783	NA	NA	NA
Choy	Molino	IM	19	313419.015136	10050.7832449	7.49603724366e-11	3.25929780383e-13	NA	NA	50614.1469971	NA	NA	NA
Choy	Molino	IM	20	277307.565061	2645.40531543	0.0	8.65654691155e-06	NA	NA	149631.168782	NA	NA	NA
Choy	Molino	IM	21	313562.848162	10164.4796992	6.58316988132e-12	1.48954638037e-290	NA	NA	51247.2267853	NA	NA	NA
Choy	Molino	IM	22	272030.127771	3280.32106813	1.84205115277e-07	6.6868714146e-06	NA	NA	155910.983761	NA	NA	NA
Choy	Molino	IM	23	272007.779947	3279.59183001	1.84318374936e-07	6.6870377102e-06	NA	NA	156007.13262	NA	NA	NA
Choy	Molino	IM	24	272028.403222	3280.38929914	1.84239100296e-07	6.68682611097e-06	NA	NA	155914.45461	NA	NA	NA
Choy	Molino	IM	25	272027.243087	3280.2634542	1.84224715613e-07	6.68710264334e-06	NA	NA	155917.723153	NA	NA	NA
Choy	Molino	IM	26	277315.60501	2645.54491527	0.0	8.65643761084e-06	NA	NA	149627.665721	NA	NA	NA
Choy	Molino	IM	27	313917.18011	10139.0701114	8.93869912824e-11	7.8934634203e-15	NA	NA	51061.0886747	NA	NA	NA
Choy	Molino	IM	28	272024.37781	3280.29047695	1.84305903019e-07	6.68714331967e-06	NA	NA	155923.509285	NA	NA	NA
Choy	Molino	IM	29	272446.017472	3265.56901	1.83708253493e-07	6.71175088439e-06	NA	NA	156047.328917	NA	NA	NA
Choy	Molino	IM	30	272024.190287	3281.10354023	1.84325880936e-07	6.68533788759e-06	NA	NA	155925.68411	NA	NA	NA
Choy	Molino	IM	31	272026.015683	3280.73687855	1.84375848792e-07	6.68592106656e-06	NA	NA	155921.128619	NA	NA	NA
Choy	Molino	IM	32	271393.940591	3165.98039317	1.79264853888e-07	6.97068258343e-06	NA	NA	156831.846363	NA	NA	NA
Choy	Molino	IM	33	272029.371298	3280.54954618	1.84245011956e-07	6.68643865709e-06	NA	NA	155912.242284	NA	NA	NA
Choy	Molino	IM	34	272028.531009	3280.53254161	1.84334172406e-07	6.68657360407e-06	NA	NA	155924.55585	NA	NA	NA
Choy	Molino	IM	35	277282.70953	2642.70407991	1.15731335554e-13	8.66518742684e-06	NA	NA	149706.40445	NA	NA	NA
Choy	Molino	IM	36	272029.349415	3280.48955958	1.84239183664e-07	6.6866055281e-06	NA	NA	155912.028745	NA	NA	NA
Choy	Molino	IM	37	272029.872269	3280.56130503	1.84259280817e-07	6.68641927757e-06	NA	NA	155912.056284	NA	NA	NA
Choy	Molino	IM	38	272028.44623	3280.61117542	1.84239529244e-07	6.68623758229e-06	NA	NA	155913.776258	NA	NA	NA
Choy	Molino	IM	39	277319.918979	2645.52511999	7.99435681697e-24	8.65629167283e-06	NA	NA	149610.513148	NA	NA	NA
Choy	Molino	IM	40	272022.162211	3281.92860049	1.84347787025e-07	6.68365416994e-06	NA	NA	155911.412594	NA	NA	NA
Choy	Molino	IM	41	277310.190184	2645.25814013	2.82607770517e-12	8.65739138504e-06	NA	NA	149631.488366	NA	NA	NA
Choy	Molino	IM	42	272031.420474	3280.64030917	1.84235924893e-07	6.68624752361e-06	NA	NA	155903.007154	NA	NA	NA
Choy	Molino	IM	43	272025.428454	3280.09354265	1.84235384588e-07	6.68750204809e-06	NA	NA	155924.712067	NA	NA	NA
Choy	Molino	IM	44	314115.45233	10159.4627199	2.69175447766e-10	1.95506665989e-57	NA	NA	51204.9588418	NA	NA	NA
Choy	Molino	IM	45	272025.899138	3280.45543119	1.84218784012e-07	6.68666957526e-06	NA	NA	155916.853294	NA	NA	NA
Choy	Molino	IM	46	271981.771208	3282.19296906	1.84491293863e-07	6.68712435932e-06	NA	NA	155974.686245	NA	NA	NA
Choy	Molino	IM	47	272021.629751	3279.85289395	1.84262370288e-07	6.68804705213e-06	NA	NA	155917.027636	NA	NA	NA
Choy	Molino	IM	48	272029.043856	3280.49454178	1.84257218749e-07	6.68659841426e-06	NA	NA	155912.409896	NA	NA	NA
Choy	Molino	IM	49	272025.212003	3280.3673512	1.84289154868e-07	6.68687869988e-06	NA	NA	155924.587297	NA	NA	NA
Choy	Molino	IM	50	272028.589981	3281.39195952	1.84283939511e-07	6.68464918428e-06	NA	NA	155913.339309	NA	NA	NA
Choy	Molino	AM	1	268155.346512	3470.32642264	1.42514286566e-07	8.84257903838e-06	NA	NA	1225.01561366	NA	162602.801815	NA
Choy	Molino	AM	2	313828.895704	10167.8871359	1.03999869698e-08	6.58349696206e-14	NA	NA	48073.9609427	NA	3159.0840297	NA
Choy	Molino	AM	3	268079.01383	3471.81062058	1.41878299857e-07	8.84842232444e-06	NA	NA	1234.06528519	NA	162552.273756	NA
Choy	Molino	AM	4	312099.363888	10027.7795965	1.71818711663e-05	0.0	NA	NA	50501.8510532	NA	0.0	NA
Choy	Molino	AM	5	313253.563399	10118.1904438	3.02139063652e-05	2.44417266962e-07	NA	NA	50901.1048417	NA	0.425600854491	NA
Choy	Molino	AM	6	314370.984284	10159.3972155	3.31915705054e-07	2.54398722702e-10	NA	NA	51158.2042929	NA	1.59172246864e-19	NA
Choy	Molino	AM	7	314939.054686	9960.5015049	1.46911172254e-09	3.99486941593e-31	NA	NA	50118.4145535	NA	2.13122974194e-08	NA
Choy	Molino	AM	8	313413.758163	10172.6058483	5.66957359327e-06	4.09830857011e-06	NA	NA	51258.3838655	NA	1.6850316962	NA
Choy	Molino	AM	9	312532.574887	10072.6356319	1.71355806028e-08	9.60659325272e-42	NA	NA	44979.0287607	NA	5754.93572081	NA
Choy	Molino	AM	10	313935.307302	10200.956113	1.04485453506e-05	3.96093512566e-06	NA	NA	51197.5414206	NA	226.422227973	NA
Choy	Molino	AM	11	271216.815162	3072.28227472	4.19622676871e-17	1.06292343878e-05	NA	NA	1224.2087971	NA	159774.869131	NA
Choy	Molino	AM	12	313623.196349	10204.3335937	1.68887717258e-05	6.94859534093e-06	NA	NA	51432.9556833	NA	3.1428571155	NA
Choy	Molino	AM	13	311641.454396	10250.8672047	6.02665561569e-06	1.336007458e-06	NA	NA	51236.7633469	NA	235.747580005	NA
Choy	Molino	AM	14	314043.459688	9966.60406963	1.88222289278e-06	8.57952591923e-15	NA	NA	50309.301255	NA	5.05934578343e-33	NA
Choy	Molino	AM	15	311461.677093	10191.3921703	8.22040906808e-06	4.87306847343e-06	NA	NA	51422.4684755	NA	6.31153784232e-13	NA
Choy	Molino	AM	16	268145.924114	3475.44005394	1.41963012911e-07	8.83823589776e-06	NA	NA	1234.07202136	NA	162533.125477	NA
Choy	Molino	AM	17	271438.213159	3085.66753815	2.21387776351e-46	1.0502261335e-05	NA	NA	1214.67039007	NA	158687.971485	NA
Choy	Molino	AM	18	267986.865082	3455.78833763	1.41254552265e-07	8.89979050973e-06	NA	NA	1232.88356542	NA	162675.443567	NA
Choy	Molino	AM	19	313162.801422	10177.0667109	3.6845433985e-07	8.40553447997e-06	NA	NA	51290.9597269	NA	4.67167125608e-16	NA
Choy	Molino	AM	20	268045.438231	3465.4683539	1.41987188985e-07	8.85182855776e-06	NA	NA	1226.75082036	NA	162600.15198	NA
Choy	Molino	AM	21	268467.950228	3467.74207115	1.32448226152e-07	8.81345219926e-06	NA	NA	1212.40296302	NA	162349.953704	NA
Choy	Molino	AM	22	268040.264036	3465.73519388	1.41477515877e-07	8.85825791596e-06	NA	NA	1227.65595327	NA	162611.690504	NA
Choy	Molino	AM	23	322041.081239	9923.45402591	4.75497743671e-06	1.243911086e-08	NA	NA	49829.7431553	NA	2.0752811599e-08	NA
Choy	Molino	AM	24	312002.638084	10293.2933683	3.520460124e-18	3.48167398068e-11	NA	NA	51863.4812545	NA	1.50249730334e-264	NA
Choy	Molino	AM	25	268065.463803	3463.71375358	1.41453060519e-07	8.85118828886e-06	NA	NA	1221.36021491	NA	162549.137426	NA
Choy	Molino	AM	26	268066.397024	3463.07368991	1.41288483044e-07	8.85616168389e-06	NA	NA	1222.77653322	NA	162579.883031	NA
Choy	Molino	AM	27	313938.01511	10152.6343722	2.98396693866e-05	5.86186901144e-06	NA	NA	51132.0136681	NA	1.71558885189	NA
Choy	Molino	AM	28	271423.692466	3236.45863444	1.88155787559e-07	6.79864480731e-06	NA	NA	426.20024653	NA	156486.909066	NA
Choy	Molino	AM	29	268068.449369	3468.63252096	1.41980181675e-07	8.8481814551e-06	NA	NA	1228.31216594	NA	162572.863526	NA
Choy	Molino	AM	30	314899.226891	10209.0787362	2.22915032321e-15	1.38968245894e-09	NA	NA	50852.5604116	NA	442.07308624	NA
Choy	Molino	AM	31	314400.478552	10141.0704879	1.10914099323e-05	2.38583959407e-07	NA	NA	51057.7644735	NA	75.1522249923	NA
Choy	Molino	AM	32	313955.150485	10137.1894413	4.1922443721e-09	7.2941023133e-24	NA	NA	51092.5536347	NA	0.0194349990705	NA
Choy	Molino	AM	33	268061.016311	3465.85024815	1.41531068379e-07	8.84979433995e-06	NA	NA	1224.25518185	NA	162552.247978	NA
Choy	Molino	AM	34	313811.751181	10067.2128872	3.73824252917e-07	6.06382813263e-08	NA	NA	50626.3195585	NA	38.5295878367	NA
Choy	Molino	AM	35	271144.504145	3068.66441626	6.84757278118e-19	1.06295508303e-05	NA	NA	1216.3122382	NA	159680.349997	NA
Choy	Molino	AM	36	314139.752826	10109.0424269	2.30657584779e-06	5.42187939908e-08	NA	NA	50944.7546514	NA	0.950927898955	NA
Choy	Molino	AM	37	314284.044327	10311.6567645	4.4455016934e-06	4.38582177693e-07	NA	NA	51980.1718341	NA	3.53535079958e-09	NA
Choy	Molino	AM	38	268039.946014	3467.5945474	1.41862398732e-07	8.85312639064e-06	NA	NA	1229.5528574	NA	162641.175955	NA
Choy	Molino	AM	39	315838.935776	9992.73788406	6.10416431884e-05	5.3744665802e-09	NA	NA	50179.2089805	NA	21.7548194133	NA
Choy	Molino	AM	40	313761.430495	10107.0892963	7.46686096997e-29	3.9471087896e-13	NA	NA	47691.8030856	NA	3204.44519437	NA
Choy	Molino	AM	41	268388.765994	3438.01945927	1.32860150611e-07	8.95379829289e-06	NA	NA	1220.5397282	NA	162276.822027	NA
Choy	Molino	AM	42	271176.658497	3067.27382172	2.08120552987e-18	1.06167924358e-05	NA	NA	1208.41368718	NA	159632.742789	NA
Choy	Molino	AM	43	314116.57036	10092.3887874	3.14740993171e-06	9.69047056678e-09	NA	NA	50582.6442191	NA	233.540114184	NA
Choy	Molino	AM	44	314102.665917	10122.1710072	1.13912776157e-10	1.36904135682e-13	NA	NA	50686.9837797	NA	251.165029082	NA
Choy	Molino	AM	45	268049.398967	3466.4198318	1.41426049174e-07	8.85814622873e-06	NA	NA	1229.28705714	NA	162575.00993	NA
Choy	Molino	AM	46	268106.228002	3471.23429874	1.41905850746e-07	8.83252737453e-06	NA	NA	1224.62524384	NA	162482.946658	NA
Choy	Molino	AM	47	317713.667581	10418.9902116	3.81479856412e-08	7.03213900332e-09	NA	NA	51099.4797669	NA	1266.82442893	NA
Choy	Molino	AM	48	271660.602563	3063.61723404	2.47146237821e-15	1.0637127986e-05	NA	NA	1207.01589289	NA	159505.173602	NA
Choy	Molino	AM	49	312884.768994	10104.4168549	9.00446034014e-10	1.77624179813e-40	NA	NA	28354.9536274	NA	22640.5064244	NA
Choy	Molino	AM	50	314057.224901	10161.7661175	4.29410616581e-129	9.68844015581e-09	NA	NA	21369.4909042	NA	29824.5914675	NA
Choy	Molino	SC2M	1	273462.065625	9699.96333882	2.1070993156e-41	1.30532307749e-87	4.58417987252e-07	4.90448344711e-06	52144.1527657	8067.79796357	NA	0.726441544355
Choy	Molino	SC2M	2	353080.089167	4841.99885108	3.45073225032e-05	4.75770618492e-05	2.10967065462e-07	1.11624446344e-06	1.83925053754	233579.76866	NA	0.411750035151
Choy	Molino	SC2M	3	320477.065975	5800.3711399	1.98561737189e-05	2.61923477528e-05	2.87011807824e-07	7.52583798549e-13	0.0496358133601	244218.360916	NA	0.441201660419
Choy	Molino	SC2M	4	314054.949562	10056.9151532	2.41485498851e-05	4.24207057503e-05	6.50180381437e-21	1.01386281438e-09	50605.0908757	1.36809910078e-11	NA	0.495990714191
Choy	Molino	SC2M	5	452878.899695	6028.06525625	8.64415762953e-05	2.72422063666e-05	3.57095710806e-07	1.32947502812e-06	234076.11837	67529.1538345	NA	0.500776366147
Choy	Molino	SC2M	6	490013.664051	8937.53003064	7.05607774028e-05	6.39897829506e-29	3.24650173414e-07	1.57008248071e-06	257434.714037	68098.9853775	NA	0.550564404771
Choy	Molino	SC2M	7	315527.072654	10012.8260171	1.38080692165e-05	1.82514275954e-05	1.25544738894e-05	1.71375024562e-22	50437.323024	9.47489163588e-53	NA	0.122922259033
Choy	Molino	SC2M	8	302755.012463	2865.16390498	5.58790111026e-16	8.43792430788e-06	2.13347460717e-05	3.0593037627e-23	186235.904203	154018.235437	NA	0.682682138398
